Name;Title;Co-Authors;Pagintation;Published in;LNCS-link;Abstract
Pascal Caron;A Study of a Simple Class of Modifiers: Product Modifiers.;Edwin Hamel-De le Court, Jean-Gabriel Luque;[<span itemprop="pagination">110-121</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_9;A modifier is a k-ary operator acting on DFAs and producing a DFA. Modifiers are involved in the theory of state complexity. We define and study a class of simple modifiers, called product modifiers, and we link closely the regular operations they encode to boolean operations.
Edwin Hamel-De le Court;A Study of a Simple Class of Modifiers: Product Modifiers.;Pascal Caron, Jean-Gabriel Luque;[<span itemprop="pagination">110-121</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_9;A modifier is a k-ary operator acting on DFAs and producing a DFA. Modifiers are involved in the theory of state complexity. We define and study a class of simple modifiers, called product modifiers, and we link closely the regular operations they encode to boolean operations.
Jean-Gabriel Luque;A Study of a Simple Class of Modifiers: Product Modifiers.;Pascal Caron, Edwin Hamel-De le Court;[<span itemprop="pagination">110-121</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_9;A modifier is a k-ary operator acting on DFAs and producing a DFA. Modifiers are involved in the theory of state complexity. We define and study a class of simple modifiers, called product modifiers, and we link closely the regular operations they encode to boolean operations.
Michal Hospodár;Operations on Permutation Automata.;Peter Mlynárcik;[<span itemprop="pagination">122-136</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_10;We investigate the class of languages recognized by permutation deterministic finite automata. Using automata constructions and some properties of permutation automata, we show that this class is closed under Boolean operations, reversal, and quotients, and it is not closed under concatenation, power, Kleene closure, positive closure, cut, shuffle, cyclic shift, and permutation. We prove that the state complexity of Boolean operations, Kleene closure, positive closure, and right quotient on permutation languages is the same as in the general case of regular languages. Next, we get the tight upper bounds on the state complexity of concatenation (\(m2^n-2^{n-1}-m+1\)), square (\(n2^{n-1}-2^{n-2}\)), reversal (\(n\atopwithdelims ()\lceil n/2\rceil \)), and left quotient (\(m\atopwithdelims ()\lceil m/2\rceil \). tight if \(m\le n\)). All our witnesses are unary or binary, and the binary alphabet is always optimal, except for Boolean operations in the case of \(\gcd (m,n)=1\). In the unary case, the state complexity of all considered operations is the same as for regular languages, except for quotients and cut. In case of quotients, it is \(\min \{m,n\}\), and in case of cut, it is either \(2m-1\) or \(2m-2\), depending on whether there exists an integer \(\ell \) with \(2\le \ell \le n\) such that \(m\bmod \ell \ne 0\).
Peter Mlynárcik;Operations on Permutation Automata.;Michal Hospodár;[<span itemprop="pagination">122-136</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_10;We investigate the class of languages recognized by permutation deterministic finite automata. Using automata constructions and some properties of permutation automata, we show that this class is closed under Boolean operations, reversal, and quotients, and it is not closed under concatenation, power, Kleene closure, positive closure, cut, shuffle, cyclic shift, and permutation. We prove that the state complexity of Boolean operations, Kleene closure, positive closure, and right quotient on permutation languages is the same as in the general case of regular languages. Next, we get the tight upper bounds on the state complexity of concatenation (\(m2^n-2^{n-1}-m+1\)), square (\(n2^{n-1}-2^{n-2}\)), reversal (\(n\atopwithdelims ()\lceil n/2\rceil \)), and left quotient (\(m\atopwithdelims ()\lceil m/2\rceil \). tight if \(m\le n\)). All our witnesses are unary or binary, and the binary alphabet is always optimal, except for Boolean operations in the case of \(\gcd (m,n)=1\). In the unary case, the state complexity of all considered operations is the same as for regular languages, except for quotients and cut. In case of quotients, it is \(\min \{m,n\}\), and in case of cut, it is either \(2m-1\) or \(2m-2\), depending on whether there exists an integer \(\ell \) with \(2\le \ell \le n\) such that \(m\bmod \ell \ne 0\).
Oscar H. Ibarra;Space Complexity of Stack Automata Models.;Jozef Jirásek Jr., Ian McQuillan, Luca Prigioniero;[<span itemprop="pagination">137-149</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_11;This paper examines several measures of space complexity on variants of stack automata: non-erasing stack automata and checking stack automata. These measures capture the minimum stack size required to accept any word in a language (weak measure), the maximum stack size used in any accepting computation on any accepted word (accept measure), and the maximum stack size used in any computation (strong measure). We give a detailed characterization of the accept and strong space complexity measures for checking stack automata. Exactly one of three cases can occur: the complexity is either bounded by a constant, behaves (up to small technicalities explained in the paper) like a linear function, or it grows arbitrarily larger than the length of the input word. However, this result does not hold for non-erasing stack automata. we provide an example when the space complexity grows with the square root of the input length. Furthermore, an investigation is done regarding the best complexity of any machine accepting a given language, and on decidability of space complexity properties.
Jozef Jirásek Jr.;Space Complexity of Stack Automata Models.;Oscar H. Ibarra, Ian McQuillan, Luca Prigioniero;[<span itemprop="pagination">137-149</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_11;This paper examines several measures of space complexity on variants of stack automata: non-erasing stack automata and checking stack automata. These measures capture the minimum stack size required to accept any word in a language (weak measure), the maximum stack size used in any accepting computation on any accepted word (accept measure), and the maximum stack size used in any computation (strong measure). We give a detailed characterization of the accept and strong space complexity measures for checking stack automata. Exactly one of three cases can occur: the complexity is either bounded by a constant, behaves (up to small technicalities explained in the paper) like a linear function, or it grows arbitrarily larger than the length of the input word. However, this result does not hold for non-erasing stack automata. we provide an example when the space complexity grows with the square root of the input length. Furthermore, an investigation is done regarding the best complexity of any machine accepting a given language, and on decidability of space complexity properties.
Ian McQuillan;Space Complexity of Stack Automata Models.;Oscar H. Ibarra, Jozef Jirásek Jr., Luca Prigioniero;[<span itemprop="pagination">137-149</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_11;This paper examines several measures of space complexity on variants of stack automata: non-erasing stack automata and checking stack automata. These measures capture the minimum stack size required to accept any word in a language (weak measure), the maximum stack size used in any accepting computation on any accepted word (accept measure), and the maximum stack size used in any computation (strong measure). We give a detailed characterization of the accept and strong space complexity measures for checking stack automata. Exactly one of three cases can occur: the complexity is either bounded by a constant, behaves (up to small technicalities explained in the paper) like a linear function, or it grows arbitrarily larger than the length of the input word. However, this result does not hold for non-erasing stack automata. we provide an example when the space complexity grows with the square root of the input length. Furthermore, an investigation is done regarding the best complexity of any machine accepting a given language, and on decidability of space complexity properties.
Luca Prigioniero;Space Complexity of Stack Automata Models.;Oscar H. Ibarra, Jozef Jirásek Jr., Ian McQuillan;[<span itemprop="pagination">137-149</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_11;This paper examines several measures of space complexity on variants of stack automata: non-erasing stack automata and checking stack automata. These measures capture the minimum stack size required to accept any word in a language (weak measure), the maximum stack size used in any accepting computation on any accepted word (accept measure), and the maximum stack size used in any computation (strong measure). We give a detailed characterization of the accept and strong space complexity measures for checking stack automata. Exactly one of three cases can occur: the complexity is either bounded by a constant, behaves (up to small technicalities explained in the paper) like a linear function, or it grows arbitrarily larger than the length of the input word. However, this result does not hold for non-erasing stack automata. we provide an example when the space complexity grows with the square root of the input length. Furthermore, an investigation is done regarding the best complexity of any machine accepting a given language, and on decidability of space complexity properties.
Lila Kari;Descriptional Complexity of Semi-simple Splicing Systems.;Timothy Ng;[<span itemprop="pagination">150-163</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_12;Splicing systems are generative mechanisms introduced by Tom Head in 1987 to model the biological process of DNA recombination. The computational engine of a splicing system is the “splicing operation”, a cut-and-paste binary string operation defined by a set of “splicing rules”, quadruples \(r = (u_1, u_2 . u_3, u_4)\) where \(u_1, u_2, u_3, u_4\) are words over an alphabet \(\varSigma \). For two strings \( x_1 u_1 u_2 y_1\) and \( x_2 u_3 u_4 y_2\), applying the splicing rule r produces the string \( x_1 u_1 u_4 y_2\). In this paper we focus on a particular type of splicing systems, called (i, j) semi-simple splicing systems, \(i = 1,2\) and \(j = 3, 4\), wherein all splicing rules r have the property that the two strings in positions i and j in r are singleton letters, while the other two strings are empty. The language generated by such a system consists of the set of words that are obtained starting from an initial set called “axiom set”, by iteratively applying the splicing rules to strings in the axiom set as well as to intermediately produced strings. We consider semi-simple splicing systems where the axiom set is a regular language, and investigate the descriptional complexity of such systems in terms of the size of the minimal deterministic finite automata that recognize the languages they generate.
Timothy Ng;Descriptional Complexity of Semi-simple Splicing Systems.;Lila Kari;[<span itemprop="pagination">150-163</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_12;Splicing systems are generative mechanisms introduced by Tom Head in 1987 to model the biological process of DNA recombination. The computational engine of a splicing system is the “splicing operation”, a cut-and-paste binary string operation defined by a set of “splicing rules”, quadruples \(r = (u_1, u_2 . u_3, u_4)\) where \(u_1, u_2, u_3, u_4\) are words over an alphabet \(\varSigma \). For two strings \( x_1 u_1 u_2 y_1\) and \( x_2 u_3 u_4 y_2\), applying the splicing rule r produces the string \( x_1 u_1 u_4 y_2\). In this paper we focus on a particular type of splicing systems, called (i, j) semi-simple splicing systems, \(i = 1,2\) and \(j = 3, 4\), wherein all splicing rules r have the property that the two strings in positions i and j in r are singleton letters, while the other two strings are empty. The language generated by such a system consists of the set of words that are obtained starting from an initial set called “axiom set”, by iteratively applying the splicing rules to strings in the axiom set as well as to intermediately produced strings. We consider semi-simple splicing systems where the axiom set is a regular language, and investigate the descriptional complexity of such systems in terms of the size of the minimal deterministic finite automata that recognize the languages they generate.
Florent Koechlin;On the Degeneracy of Random Expressions Specified by Systems of Combinatorial Equations.;Cyril Nicaud, Pablo Rotondo;[<span itemprop="pagination">164-177</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_13;We consider general expressions, which are trees whose nodes are labeled with operators, that represent syntactic descriptions of formulas. We assume that there is an operator that has an absorbing pattern and prove that if we use this property to simplify a uniform random expression with n nodes, then the expected size of the result is bounded by a constant. In our framework, expressions are defined using a combinatorial system, which describes how they are built: one can ensure, for instance, that there are no two consecutive stars in regular expressions. This generalizes a former result where only one equation was allowed, confirming the lack of expressivity of uniform random expressions.
Cyril Nicaud;On the Degeneracy of Random Expressions Specified by Systems of Combinatorial Equations.;Florent Koechlin, Pablo Rotondo;[<span itemprop="pagination">164-177</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_13;We consider general expressions, which are trees whose nodes are labeled with operators, that represent syntactic descriptions of formulas. We assume that there is an operator that has an absorbing pattern and prove that if we use this property to simplify a uniform random expression with n nodes, then the expected size of the result is bounded by a constant. In our framework, expressions are defined using a combinatorial system, which describes how they are built: one can ensure, for instance, that there are no two consecutive stars in regular expressions. This generalizes a former result where only one equation was allowed, confirming the lack of expressivity of uniform random expressions.
Pablo Rotondo;On the Degeneracy of Random Expressions Specified by Systems of Combinatorial Equations.;Florent Koechlin, Cyril Nicaud;[<span itemprop="pagination">164-177</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_13;We consider general expressions, which are trees whose nodes are labeled with operators, that represent syntactic descriptions of formulas. We assume that there is an operator that has an absorbing pattern and prove that if we use this property to simplify a uniform random expression with n nodes, then the expected size of the result is bounded by a constant. In our framework, expressions are defined using a combinatorial system, which describes how they are built: one can ensure, for instance, that there are no two consecutive stars in regular expressions. This generalizes a former result where only one equation was allowed, confirming the lack of expressivity of uniform random expressions.
Johan Kopra;Dynamics of Cellular Automata on Beta-Shifts and Direct Topological Factorizations.;;[<span itemprop="pagination">178-191</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_14;We consider the range of possible dynamics of cellular automata (CA) on two-sided beta-shifts \(S_\beta \). We show that any reversible CA \(F:S_\beta \rightarrow S_\beta \) has an almost equicontinuous direction whenever \(S_\beta \) is not sofic. This has the corollary that non-sofic beta-shifts are topologically direct prime, i.e. they are not conjugate to direct topological factorizations \(X\times Y\) of two nontrivial subshifts X and Y. We also make some preliminary observations on direct topological factorizations of beta-shifts that are subshifts of finite type.
Florian Lietard;Avoidability of Additive Cubes over Alphabets of Four Numbers.;Matthieu Rosenfeld;[<span itemprop="pagination">192-206</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_15;Let \(\mathcal {A}\subset \mathbb {N}\) be a set of size 4 such that \(\mathcal {A}\) cannot be obtained by applying the same affine function to all of the elements of \(\{0,1,2,3\}\). We show that there is an infinite sequence of elements of \(\mathcal {A}\) that contains no three consecutive blocks of same size and same sum (additive cubes). Moreover, it is possible to replace \(\mathbb {N}\) by \(\mathbb {C}\) in the statement.
Matthieu Rosenfeld;Avoidability of Additive Cubes over Alphabets of Four Numbers.;Florian Lietard;[<span itemprop="pagination">192-206</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_15;Let \(\mathcal {A}\subset \mathbb {N}\) be a set of size 4 such that \(\mathcal {A}\) cannot be obtained by applying the same affine function to all of the elements of \(\{0,1,2,3\}\). We show that there is an infinite sequence of elements of \(\mathcal {A}\) that contains no three consecutive blocks of same size and same sum (additive cubes). Moreover, it is possible to replace \(\mathbb {N}\) by \(\mathbb {C}\) in the statement.
Raphaela Löbel;Equivalence of Linear Tree Transducers with Output in the Free Group.;Michael Luttenberger, Helmut Seidl;[<span itemprop="pagination">207-221</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_16;We show that equivalence of deterministic linear tree transducers can be decided in polynomial time when their outputs are interpreted over the free group. Due to the cancellation properties offered by the free group, the required constructions are not only more general, but also simpler than the corresponding constructions for proving equivalence of deterministic linear tree-to-word transducers.
Michael Luttenberger;Equivalence of Linear Tree Transducers with Output in the Free Group.;Raphaela Löbel, Helmut Seidl;[<span itemprop="pagination">207-221</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_16;We show that equivalence of deterministic linear tree transducers can be decided in polynomial time when their outputs are interpreted over the free group. Due to the cancellation properties offered by the free group, the required constructions are not only more general, but also simpler than the corresponding constructions for proving equivalence of deterministic linear tree-to-word transducers.
Helmut Seidl;Equivalence of Linear Tree Transducers with Output in the Free Group.;Raphaela Löbel, Michael Luttenberger;[<span itemprop="pagination">207-221</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_16;We show that equivalence of deterministic linear tree transducers can be decided in polynomial time when their outputs are interpreted over the free group. Due to the cancellation properties offered by the free group, the required constructions are not only more general, but also simpler than the corresponding constructions for proving equivalence of deterministic linear tree-to-word transducers.
Raphaela Löbel;On the Balancedness of Tree-to-Word Transducers.;Michael Luttenberger, Helmut Seidl;[<span itemprop="pagination">222-236</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_17;A language over an alphabet \(\textsf {B}=\textsf {A}\cup \overline{\textsf {A}}\,\) of opening (\(\textsf {A}\)) and closing (\(\overline{\textsf {A}}\,\)) brackets, is balanced if it is a subset of the Dyck language \({\mathbb D}_\textsf {B}\) over \(\textsf {B}\), and it is well-formed if all words are prefixes of words in \({\mathbb D}_\textsf {B}\). We show that well-formedness of a context-free language is decidable in polynomial time, and that the longest common reduced suffix can be computed in polynomial time. With this at a hand we decide for the class 2-TW of non-linear tree transducers with output alphabet \(\textsf {B}^*\) whether or not the output language is balanced.
Michael Luttenberger;On the Balancedness of Tree-to-Word Transducers.;Raphaela Löbel, Helmut Seidl;[<span itemprop="pagination">222-236</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_17;A language over an alphabet \(\textsf {B}=\textsf {A}\cup \overline{\textsf {A}}\,\) of opening (\(\textsf {A}\)) and closing (\(\overline{\textsf {A}}\,\)) brackets, is balanced if it is a subset of the Dyck language \({\mathbb D}_\textsf {B}\) over \(\textsf {B}\), and it is well-formed if all words are prefixes of words in \({\mathbb D}_\textsf {B}\). We show that well-formedness of a context-free language is decidable in polynomial time, and that the longest common reduced suffix can be computed in polynomial time. With this at a hand we decide for the class 2-TW of non-linear tree transducers with output alphabet \(\textsf {B}^*\) whether or not the output language is balanced.
Helmut Seidl;On the Balancedness of Tree-to-Word Transducers.;Raphaela Löbel, Michael Luttenberger;[<span itemprop="pagination">222-236</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_17;A language over an alphabet \(\textsf {B}=\textsf {A}\cup \overline{\textsf {A}}\,\) of opening (\(\textsf {A}\)) and closing (\(\overline{\textsf {A}}\,\)) brackets, is balanced if it is a subset of the Dyck language \({\mathbb D}_\textsf {B}\) over \(\textsf {B}\), and it is well-formed if all words are prefixes of words in \({\mathbb D}_\textsf {B}\). We show that well-formedness of a context-free language is decidable in polynomial time, and that the longest common reduced suffix can be computed in polynomial time. With this at a hand we decide for the class 2-TW of non-linear tree transducers with output alphabet \(\textsf {B}^*\) whether or not the output language is balanced.
Andreas Maletti;On Tree Substitution Grammars.;Kevin Stier;[<span itemprop="pagination">237-250</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_18;Tree substitution grammars are formal models that are used extensively in natural language processing. It is demonstrated that their expressive power is located strictly between the local tree grammars and the regular tree grammars. A decision procedure for the problem of determining whether a tree substitution grammar generates a local tree language is provided. Unfortunately, the class of tree substitution languages is neither closed under union, nor intersection, nor complements. Indeed unions of tree substitution languages even generate an infinite hierarchy. However, all finite and all co-finite tree languages are tree substitution languages.
Kevin Stier;On Tree Substitution Grammars.;Andreas Maletti;[<span itemprop="pagination">237-250</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_18;Tree substitution grammars are formal models that are used extensively in natural language processing. It is demonstrated that their expressive power is located strictly between the local tree grammars and the regular tree grammars. A decision procedure for the problem of determining whether a tree substitution grammar generates a local tree language is provided. Unfortunately, the class of tree substitution languages is neither closed under union, nor intersection, nor complements. Indeed unions of tree substitution languages even generate an infinite hierarchy. However, all finite and all co-finite tree languages are tree substitution languages.
Augusto Modanese;Sublinear-Time Language Recognition and Decision by One-Dimensional Cellular Automata.;;[<span itemprop="pagination">251-265</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_19;After an apparent hiatus of roughly 30 years, we revisit a seemingly neglected subject in the theory of (one-dimensional) cellular automata: sublinear-time computation. The model considered is that of ACAs, which are language acceptors whose acceptance condition depends on the states of all cells in the automaton. We prove a time hierarchy theorem for sublinear-time ACA classes, analyze their intersection with the regular languages, and, finally, establish strict inclusions in the parallel computation classes \(\mathsf {SC}\) and (uniform) \(\mathsf {AC}\). As an addendum, we introduce and investigate the concept of a decider ACA (DACA) as a candidate for a decider counterpart to (acceptor) ACAs. We show the class of languages decidable in constant time by DACAs equals the locally testable languages, and we also determine \(\varOmega (\sqrt{n})\) as the (tight) time complexity threshold for DACAs up to which no advantage compared to constant time is possible.
Daniel Prusa;Complexity of Searching for 2 by 2 Submatrices in Boolean Matrices.;Michael Wehar;[<span itemprop="pagination">266-279</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_20;We study the problem of finding a given \(2\times 2\) matrix as a submatrix of a given Boolean matrix. Three variants are considered: search for a matching submatrix of any area, of minimum area, or of maximum area. The problem relates to 2D pattern matching, and to fields such as data mining, where the search for submatrices plays an important role. Besides these connections, the problem itself is very natural and its investigation helps to demonstrate differences between search tasks in one-dimensional and multidimensional topologies.
Michael Wehar;Complexity of Searching for 2 by 2 Submatrices in Boolean Matrices.;Daniel Prusa;[<span itemprop="pagination">266-279</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_20;We study the problem of finding a given \(2\times 2\) matrix as a submatrix of a given Boolean matrix. Three variants are considered: search for a matching submatrix of any area, of minimum area, or of maximum area. The problem relates to 2D pattern matching, and to fields such as data mining, where the search for submatrices plays an important role. Besides these connections, the problem itself is very natural and its investigation helps to demonstrate differences between search tasks in one-dimensional and multidimensional topologies.
Eric Rowland;Avoiding 5/4-Powers on the Alphabet of Nonnegative Integers (Extended Abstract).;Manon Stipulanti;[<span itemprop="pagination">280-293</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_21;We identify the structure of the lexicographically least word avoiding 5/4-powers on the alphabet of nonnegative integers.
Manon Stipulanti;Avoiding 5/4-Powers on the Alphabet of Nonnegative Integers (Extended Abstract).;Eric Rowland;[<span itemprop="pagination">280-293</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_21;We identify the structure of the lexicographically least word avoiding 5/4-powers on the alphabet of nonnegative integers.
Josef Rukavicka;Transition Property for α-Power Free Languages with $\alpha \ge 2$ and $k\ge 3$ Letters.;;[<span itemprop="pagination">294-303</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_22;In 1985, Restivo and Salemi presented a list of five problems concerning power free languages. Problem 4 states: Given \(\alpha \)-power-free words u and v, decide whether there is a transition from u to v. Problem 5 states: Given \(\alpha \)-power-free words u and v, find a transition word w, if it exists.
Ryoma Sin'ya;Context-Freeness of Word-MIX Languages.;;[<span itemprop="pagination">304-318</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_23;In this paper we provide a decidable characterisation of the context-freeness of a Word-MIX language \(L_{\!A}(w_1, \ldots , w_k)\), where \(L_{\!A}(w_1, \ldots , w_k)\) is the set of all words over \(A\) that contain the same number of subword occurrences of parameter words \(w_1, \ldots , w_k\).
Andrea Frosini;The Characterization of Rational Numbers Belonging to a Minimal Path in the Stern-Brocot Tree According to a Second Order Balancedness.;Lama Tarsissi;[<span itemprop="pagination">319-331</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_24;In 1842, Dirichlet observed that any real number \(\alpha \) can be obtained as the limit of a sequence \((\frac{p_n}{q_n})\) of irreducible rational numbers. Few years later, M. Stern (1858) and A. Brocot (1861) defined a tree-like arrangement of all the (irreducible) rational numbers whose infinite paths are the Dirichlet sequences of the real numbers and are characterized by their continued fraction representations. The Stern-Brocot tree is equivalent to the Christoffel tree obtained by ordering the Christoffel words according to their standard factorization. We remark that the Fibonacci word’s prefixes belong to a minimal path in the Christoffel tree with respect to the second order balancedness parameter defined on Christoffel words. This alows us to switch back to the Stern-Brocot tree, in order to give a characterization of the continued fraction representation for all the rational numbers belonging to minimal paths with respect to the growth of the second order balancedness.
Lama Tarsissi;The Characterization of Rational Numbers Belonging to a Minimal Path in the Stern-Brocot Tree According to a Second Order Balancedness.;Andrea Frosini;[<span itemprop="pagination">319-331</span>];[<meta content="2020" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-030-48516-0_24;In 1842, Dirichlet observed that any real number \(\alpha \) can be obtained as the limit of a sequence \((\frac{p_n}{q_n})\) of irreducible rational numbers. Few years later, M. Stern (1858) and A. Brocot (1861) defined a tree-like arrangement of all the (irreducible) rational numbers whose infinite paths are the Dirichlet sequences of the real numbers and are characterized by their continued fraction representations. The Stern-Brocot tree is equivalent to the Christoffel tree obtained by ordering the Christoffel words according to their standard factorization. We remark that the Fibonacci word’s prefixes belong to a minimal path in the Christoffel tree with respect to the second order balancedness parameter defined on Christoffel words. This alows us to switch back to the Stern-Brocot tree, in order to give a characterization of the continued fraction representation for all the rational numbers belonging to minimal paths with respect to the growth of the second order balancedness.
Hendrikus J. S. Basten;Context-Free Ambiguity Detection Using Multi-stack Pushdown Automata.;;[<span itemprop="pagination">1-12</span>];[<meta content="2016" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-662-53132-7_1;We propose a method for detecting ambiguity in context-free grammars using multi-stack pushdown automata. Since the ambiguity problem is undecidable in general, we use restricted MPDAs that have a limited configuration space. The analysis might thus not be complete, but it is able to detect both ambiguity and unambiguity. Our method is general in the type of automata used. We discuss the suitability of existing MPDAs in our setting and present a new class called bounded-balance MPDAs. These MPDAs allow for infinitely deep nesting/nesting intersection, as long as the nesting depth differences within each scope stay within the balance bound. We compare our contributions to various related MPDAs and ambiguity detection methods.
Nicolas Bedon;Complementation of Branching Automata for Scattered and Countable Series-Parallel Posets.;;[<span itemprop="pagination">13-25</span>];[<meta content="2016" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-662-53132-7_2;We prove the closure under complementation of the class of languages of scattered and countable N-free posets recognized by branching automata. The proof relies entirely on effective constructions.
Dmitry Berdinsky;Cayley Automatic Groups and Numerical Characteristics of Turing Transducers.;;[<span itemprop="pagination">26-37</span>];[<meta content="2016" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-662-53132-7_3;This paper is devoted to the problem of finding characterizations for Cayley automatic groups. The concept of Cayley automatic groups was recently introduced by Kharlampovich, Khoussainov and Miasnikov. We address this problem by introducing three numerical characteristics of Turing transducers: growth functions, Følner functions and average length growth functions. These three numerical characteristics are the analogs of growth functions, Følner functions and drifts of simple random walks for Cayley graphs of groups. We study these numerical characteristics for Turing transducers obtained from automatic presentations of labeled directed graphs.
Devendra Bhave;A Perfect Class of Context-Sensitive Timed Languages.;Vrunda Dave, Shankara Narayanan Krishna, Ramchandra Phawade, Ashutosh Trivedi;[<span itemprop="pagination">38-50</span>];[<meta content="2016" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-662-53132-7_4;Perfect languages—a term coined by Esparza, Ganty, and Majumdar—are the classes of languages that are closed under Boolean operations and enjoy decidable emptiness problem. Perfect languages form the basis for decidable automata-theoretic model-checking for the respective class of models. Regular languages and visibly pushdown languages are paradigmatic examples of perfect languages. Alur and Dill initiated the language-theoretic study of timed languages and introduced timed automata capturing a timed analog of regular languages. However, unlike their untimed counterparts, timed regular languages are not perfect. Alur, Fix, and Henzinger later discovered a perfect subclass of timed languages recognized by event-clock automata. Since then, a number of perfect subclasses of timed context-free languages, such as event-clock visibly pushdown languages, have been proposed. There exist examples of perfect languages even beyond context-free languages:—La Torre, Madhusudan, and Parlato characterized first perfect class of context-sensitive languages via multistack visibly pushdown automata with an explicit bound on number of stages where in each stage at most one stack is used. In this paper we extend their work for timed languages by characterizing a perfect subclass of timed context-sensitive languages called dense-time multistack visibly pushdown languages and provide a logical characterization for this class of timed languages.
Vrunda Dave;A Perfect Class of Context-Sensitive Timed Languages.;Devendra Bhave, Shankara Narayanan Krishna, Ramchandra Phawade, Ashutosh Trivedi;[<span itemprop="pagination">38-50</span>];[<meta content="2016" itemprop="datePublished"/>];https://doi.org/10.1007/978-3-662-53132-7_4;Perfect languages—a term coined by Esparza, Ganty, and Majumdar—are the classes of languages that are closed under Boolean operations and enjoy decidable emptiness problem. Perfect languages form the basis for decidable automata-theoretic model-checking for the respective class of models. Regular languages and visibly pushdown languages are paradigmatic examples of perfect languages. Alur and Dill initiated the language-theoretic study of timed languages and introduced timed automata capturing a timed analog of regular languages. However, unlike their untimed counterparts, timed regular languages are not perfect. Alur, Fix, and Henzinger later discovered a perfect subclass of timed languages recognized by event-clock automata. Since then, a number of perfect subclasses of timed context-free languages, such as event-clock visibly pushdown languages, have been proposed. There exist examples of perfect languages even beyond context-free languages:—La Torre, Madhusudan, and Parlato characterized first perfect class of context-sensitive languages via multistack visibly pushdown automata with an explicit bound on number of stages where in each stage at most one stack is used. In this paper we extend their work for timed languages by characterizing a perfect subclass of timed context-sensitive languages called dense-time multistack visibly pushdown languages and provide a logical characterization for this class of timed languages.
